user_id,recomendations
1352,"[874972, 986912, 845262, 862349, 900802]"
1353,"[12262830, 1092588, 1039156, 1057260, 8090521]"
1354,"[874972, 12301109, 993638, 849843, 9527159]"
1355,"[12262778, 926905, 996156, 1075313, 1009368]"
1356,"[1070702, 7167967, 956902, 862349, 1119051]"
1357,"[874972, 860975, 1082185, 1029743, 995242]"
1358,"[874972, 1092937, 8090537, 844165, 1114597]"
1359,"[874972, 12524323, 9677202, 1056746, 868423]"
1360,"[874972, 1101010, 9571047, 988208, 1082185]"
1361,"[1022428, 867668, 1082185, 1029743, 995242]"
1362,"[874972, 1024306, 1082185, 1029743, 995242]"
1363,"[823990, 1029252, 1055737, 1110572, 1082212]"
1364,"[874972, 953180, 1043064, 1135834, 7025106]"
1366,"[1099089, 1028816, 9396821, 1126899, 922561]"
1367,"[970866, 1018050, 909396, 1018588, 8090536]"
1368,"[14106445, 1037332, 1028816, 1070820, 1088147]"
1369,"[12731432, 1028816, 5563693, 1126899, 1119051]"
1370,"[1001333, 927238, 1053875, 8090550, 1128464]"
1373,"[874972, 1082185, 1029743, 995242, 1106523]"
1374,"[874972, 1133018, 1093030, 1043590, 951590]"
1375,"[874972, 922340, 999971, 1070820, 956813]"
1376,"[848029, 9884484, 1123536, 824073, 8090537]"
1378,"[874972, 1028816, 7025326, 917407, 5585510]"
1379,"[825343, 965772, 1028816, 962229, 862732]"
1380,"[874972, 1115553, 1111072, 1082185, 1029743]"
1381,"[874972, 1133018, 1082185, 1029743, 995242]"
1382,"[874972, 1052912, 899624, 1082185, 1029743]"
1383,"[874972, 12428017, 850841, 1077975, 1018588]"
1384,"[874972, 952317, 866211, 849843, 1133018]"
1385,"[899019, 1037894, 1127758, 1112754, 834833]"
1387,"[874972, 1017369, 854133, 869047, 844165]"
1388,"[874972, 862682, 892221, 1076875, 5570383]"
1389,"[874972, 1123720, 1025641, 1058997, 12263788]"
1390,"[8090440, 1085604, 1059763, 5569230, 1101010]"
1391,"[8090440, 858302, 938138, 965772, 8090532]"
1393,"[12731436, 1110572, 1041259, 1126899, 1119051]"
1394,"[948650, 1058997, 893501, 962229, 1119051]"
1395,"[1012587, 1041476, 870428, 1058997, 1048462]"
1397,"[948650, 985119, 1127624, 918046, 7410071]"
1398,"[874972, 1037840, 921836, 856772, 913490]"
1399,"[874972, 5568072, 13095243, 1082185, 1029743]"
1401,"[874972, 5592931, 1008316, 1118012, 10149640]"
1402,"[874972, 1106523, 849843, 840361, 1082185]"
1403,"[874972, 1069979, 5569230, 1116741, 870547]"
1405,"[1075214, 1082212, 5591154, 8090537, 6034964]"
1406,"[874972, 8177622, 1136719, 1119051, 12731544]"
1408,"[874972, 1082185, 1029743, 995242, 1106523]"
1409,"[1021324, 1003188, 1101706, 1133018, 908531]"
1410,"[874972, 15926844, 1102959, 871756, 1082185]"
1412,"[874972, 9835509, 10121610, 885290, 1131488]"
1413,"[874972, 870547, 906262, 1054383, 9187298]"
1414,"[874972, 1081853, 898466, 8091550, 921744]"
1417,"[10198378, 989101, 1077555, 903230, 835243]"
1418,"[948650, 952317, 830015, 956672, 1112205]"
1419,"[1012587, 856772, 927712, 1019637, 962229]"
1421,"[874972, 934369, 6534035, 962229, 1053690]"
1423,"[874972, 5981267, 1082185, 1029743, 995242]"
1425,"[874972, 927291, 927360, 845193, 1037894]"
1426,"[956599, 921504, 993379, 844165, 971922]"
1427,"[1051323, 1074333, 849098, 1015296, 936914]"
1428,"[874972, 868548, 8181477, 999104, 844165]"
1429,"[874972, 851865, 945611, 1058997, 906763]"
1430,"[906844, 6979128, 863632, 1126899, 947798]"
1431,"[874972, 948953, 1110572, 5569230, 1053690]"
1434,"[860248, 957736, 921504, 6979128, 1004909]"
1437,"[1012587, 1027168, 12810464, 1093603, 856252]"
1440,"[1000753, 5570408, 1016276, 8090521, 1089025]"
1443,"[906844, 842140, 833025, 9527350, 1082185]"
1445,"[874972, 934369, 968936, 862349, 1119051]"
1447,"[874972, 1016800, 847049, 1029743, 5569327]"
1450,"[874972, 858373, 1002558, 7409874, 995785]"
1451,"[874972, 10204488, 1017363, 862349, 895295]"
1452,"[1013928, 935546, 1058779, 1082185, 1029743]"
1453,"[825343, 948086, 867547, 1110572, 1092588]"
1454,"[874972, 909714, 1053176, 1045228, 1137775]"
1457,"[874972, 1033615, 1133018, 987724, 1044078]"
1458,"[874972, 1026118, 12577242, 976199, 7166791]"
1459,"[874972, 1043920, 936355, 830887, 825731]"
1461,"[1070702, 972665, 1135995, 895540, 1113588]"
1462,"[874972, 6034857, 1098844, 1028816, 890695]"
1463,"[874972, 10344585, 878996, 1037332, 986912]"
1464,"[938138, 930917, 957741, 978077, 1133018]"
1465,"[874972, 844441, 9859182, 1082185, 1029743]"
1466,"[874972, 827180, 1082185, 1029743, 995242]"
1467,"[874972, 834103, 951412, 986912, 1127624]"
1470,"[874972, 833724, 882604, 862349, 5590613]"
1471,"[874972, 1073150, 862349, 908531, 1082185]"
1473,"[874972, 12132648, 867547, 1126899, 1026258]"
1474,"[874972, 1061220, 5569792, 1070015, 1027068]"
1475,"[1048257, 944836, 831536, 1057260, 1070820]"
1476,"[9677366, 825541, 900610, 1058997, 1088147]"
1479,"[874972, 1126899, 944836, 977374, 879755]"
1480,"[874972, 1082185, 1029743, 995242, 1106523]"
1481,"[874972, 1110031, 6633273, 1123792, 8090537]"
1483,"[1000753, 1107289, 9881592, 944836, 1110572]"
1484,"[874972, 909714, 1106523, 944836, 968936]"
1485,"[1038663, 989101, 888543, 13842214, 1106523]"
1487,"[874972, 916381, 1065593, 5569230, 940947]"
1488,"[874972, 5591154, 1093603, 1126899, 9881593]"
1489,"[849202, 893501, 868548, 965530, 1018588]"
1490,"[1000753, 12731436, 1124695, 1112766, 919589]"
1491,"[874972, 1116096, 9245106, 1053690, 1125382]"
1492,"[874972, 972312, 939442, 8090539, 909714]"
1493,"[874972, 908531, 1082185, 1029743, 995242]"
1494,"[874972, 852856, 934948, 995242, 12302069]"
1495,"[874972, 1106301, 939442, 1065593, 1093113]"
1499,"[14106445, 985999, 12810464, 908318, 1082185]"
1500,"[874972, 862349, 1108131, 985119, 997200]"
1501,"[1075214, 962274, 1093113, 1070820, 860776]"
1502,"[874972, 944836, 873887, 834158, 1042702]"
1506,"[1000753, 1037337, 1077555, 959985, 997907]"
1507,"[874972, 894439, 1101010, 879755, 1106523]"
1508,"[874972, 940947, 1058997, 951412, 1082185]"
1509,"[1051323, 1070076, 842140, 926905, 1029743]"
1510,"[874972, 975633, 1070820, 986912, 919423]"
1511,"[874972, 895540, 952317, 5569471, 824305]"
1512,"[874972, 944139, 968146, 1058997, 925626]"
1513,"[874972, 895540, 1119051, 903325, 995478]"
1514,"[874972, 820321, 885863, 1126899, 956672]"
1515,"[1034176, 861445, 1077143, 986912, 1029504]"
1517,"[874972, 960791, 5568729, 862349, 5569471]"
1518,"[874972, 962229, 981760, 1033615, 5585510]"
1519,"[839419, 7409670, 1003188, 1070820, 936914]"
1520,"[874972, 995242, 1071939, 826249, 1082185]"
1521,"[874972, 999971, 825541, 1053690, 9420312]"
1523,"[874972, 851287, 1077555, 995242, 923746]"
1524,"[874972, 1062128, 824073, 1085604, 5569374]"
1525,"[1025611, 1128647, 6534074, 1033615, 849843]"
1526,"[874972, 6704207, 1089025, 986912, 6034857]"
1527,"[1025611, 936924, 840227, 1099164, 12428017]"
1528,"[874972, 1018588, 1123792, 1075368, 868764]"
1529,"[849202, 989101, 1051516, 1126899, 898847]"
1530,"[874972, 1023720, 907099, 938300, 1082185]"
1531,"[12731436, 1000237, 967395, 9420312, 820321]"
1532,"[874972, 1112205, 976214, 1056746, 1092937]"
1533,"[874972, 919423, 883404, 1082185, 1029743]"
1534,"[874972, 991223, 830503, 926905, 1070820]"
1535,"[1025611, 1135868, 1016276, 1033615, 12757140]"
1536,"[1051323, 1075470, 1009046, 914318, 8090532]"
1537,"[829291, 1038985, 1117500, 1127470, 985893]"
1539,"[874972, 949294, 999965, 1082185, 1029743]"
1540,"[874972, 986760, 9527350, 8090537, 1093030]"
1541,"[970866, 849202, 1094924, 1071759, 1028816]"
1542,"[938138, 1097001, 976864, 821083, 896085]"
1543,"[9835223, 1001148, 978077, 1053690, 821083]"
1545,"[874972, 1106523, 1082185, 1029743, 995242]"
1546,"[874972, 12302069, 1094955, 893400, 1139827]"
1547,"[874972, 852360, 1053690, 995242, 12263788]"
1548,"[1134483, 885795, 1128016, 1053690, 965842]"
1549,"[874972, 933060, 939636, 986912, 849843]"
1550,"[874972, 1070716, 841228, 999971, 959409]"
1552,"[874972, 1019028, 5568729, 997309, 1029743]"
1553,"[874972, 1113588, 908531, 892008, 845109]"
1555,"[874972, 888054, 1082185, 1029743, 995242]"
1556,"[874972, 1065556, 858373, 880150, 958046]"
1557,"[874972, 1028816, 1007269, 1110409, 12263788]"
1558,"[874972, 1001827, 9420312, 1030093, 9677202]"
1559,"[874972, 1028816, 1082990, 1053690, 1026118]"
1560,"[874972, 835530, 1081479, 1092937, 1021519]"
1563,"[874972, 865026, 1089025, 1126899, 8181477]"
1564,"[874972, 1004906, 1082185, 1029743, 995242]"
1566,"[849202, 1028816, 1018588, 895502, 967461]"
1567,"[848029, 862826, 1133018, 1082185, 862682]"
1568,"[1051323, 898847, 904236, 912681, 1092937]"
1569,"[874972, 995242, 1042616, 1082185, 1029743]"
1570,"[874972, 13842090, 1082185, 1029743, 995242]"
1571,"[874972, 8090509, 981760, 1082185, 1029743]"
1572,"[12262830, 1053690, 931136, 1058997, 1005274]"
1575,"[874972, 1051516, 1045150, 862349, 1028816]"
1576,"[874972, 1053690, 1056746, 995242, 9487927]"
1577,"[874972, 1038462, 1006483, 1082185, 1029743]"
1578,"[874972, 1110042, 907652, 965719, 873203]"
1579,"[874972, 871754, 1105917, 856252, 849843]"
1580,"[874972, 882288, 839262, 1106301, 9707137]"
1581,"[874972, 8090536, 893501, 1129610, 831063]"
1584,"[874972, 7025106, 835243, 1028891, 974204]"
1585,"[874972, 5568249, 9677236, 13842090, 1056509]"
1587,"[874972, 1006878, 831509, 840361, 1051211]"
1588,"[874972, 1113274, 1014509, 901062, 908531]"
1590,"[874972, 6534030, 997200, 1070820, 1028891]"
1591,"[874972, 928754, 867469, 862349, 1093603]"
1592,"[874972, 899459, 936924, 1048727, 1066893]"
1593,"[874972, 1070820, 934948, 962229, 1115576]"
1594,"[863762, 906262, 5568197, 5590695, 986912]"
1595,"[874972, 997309, 891961, 1038985, 1110042]"
1596,"[1065538, 892573, 7025114, 1005274, 921406]"
1598,"[1000753, 834103, 862349, 1056509, 969932]"
1599,"[982469, 1053690, 842392, 912681, 879755]"
1600,"[1075007, 837751, 1132911, 1108131, 960791]"
1602,"[874972, 915493, 850058, 862349, 1044259]"
1604,"[874972, 856772, 917839, 832678, 944486]"
1607,"[874972, 8069350, 5569374, 868764, 1082185]"
1608,"[874972, 862349, 1036501, 928092, 848970]"
1609,"[874972, 8019977, 964011, 6632283, 1055737]"
1611,"[12731436, 1061220, 1065593, 878445, 1003188]"
1612,"[1048257, 862349, 999104, 9677202, 970119]"
1614,"[874972, 1003188, 999250, 1082185, 1082185]"
1618,"[1075214, 907418, 1028473, 862349, 1018050]"
1619,"[874972, 880427, 860776, 1075368, 932179]"
1620,"[839419, 1072523, 1056762, 1110572, 1085604]"
1621,"[874972, 1003188, 1099164, 1101010, 1065593]"
1622,"[874972, 1065380, 10455984, 1037332, 928123]"
1623,"[874972, 1033615, 1054383, 999971, 948832]"
1624,"[874972, 929433, 993638, 1082185, 1029743]"
1627,"[874972, 1026118, 918684, 880427, 865330]"
1628,"[874972, 1058997, 1037894, 1074524, 1094619]"
1630,"[1000753, 972312, 954495, 1098284, 865026]"
1631,"[874972, 8090536, 1084597, 967461, 1001148]"
1632,"[874972, 1082185, 1029743, 995242, 1106523]"
1633,"[874972, 1028816, 1093603, 1028891, 1101010]"
1634,"[825343, 13008334, 1058930, 947798, 862349]"
1636,"[1029688, 1033615, 1133018, 844441, 967461]"
1637,"[874972, 934399, 1116821, 1039156, 859427]"
1638,"[874972, 882247, 901666, 862349, 1123792]"
1640,"[874972, 1093603, 1061220, 1106523, 1051283]"
1641,"[874972, 1012284, 891405, 1126899, 1076875]"
1642,"[874972, 1104343, 1079067, 1133018, 1051516]"
1643,"[874972, 879755, 1076875, 1133018, 988116]"
1644,"[874972, 1082185, 1029743, 995242, 1106523]"
1645,"[874972, 854754, 849843, 1137775, 1131321]"
1646,"[874972, 1070820, 847789, 1082185, 1029743]"
1647,"[874972, 1082185, 1029743, 995242, 1106523]"
1648,"[874972, 998444, 914754, 1064755, 1011876]"
1649,"[874972, 903325, 1025641, 1094924, 1133018]"
1650,"[1025611, 950550, 1071939, 6034964, 6034857]"
1651,"[874972, 1082185, 1029743, 995242, 1106523]"
1652,"[1034176, 1106523, 1066893, 1082185, 1029743]"
1653,"[12731432, 978077, 901062, 10344585, 999971]"
1654,"[874972, 887102, 1082185, 1029743, 995242]"
1657,"[874972, 895930, 819978, 1053690, 1106523]"
1658,"[1070702, 902856, 996156, 1039156, 885290]"
1659,"[874972, 838010, 922340, 1028816, 10285243]"
1660,"[874972, 1043590, 826249, 1082185, 1029743]"
1662,"[874972, 904422, 1126899, 1055425, 990256]"
1663,"[874972, 1006483, 1004906, 1082185, 1029743]"
1664,"[1000753, 9835509, 5574409, 862349, 938566]"
1665,"[874972, 907099, 1061220, 999971, 960858]"
1666,"[874972, 962229, 1082185, 1029743, 995242]"
1668,"[874972, 1082185, 1029743, 995242, 1106523]"
1669,"[874972, 1019247, 1119405, 1126899, 888532]"
1672,"[874972, 1082185, 1029743, 995242, 1106523]"
1673,"[1013928, 900145, 849843, 834103, 824005]"
1676,"[874972, 1003616, 1058404, 921406, 1028816]"
1677,"[829291, 983584, 895295, 885290, 6534035]"
1680,"[938138, 1082172, 978077, 1126899, 999971]"
1683,"[874972, 969866, 1088191, 5569471, 9926758]"
1684,"[874972, 995242, 838602, 1073150, 1082185]"
1685,"[874972, 965530, 1135834, 1029743, 1092303]"
1686,"[874972, 1038443, 1018740, 986912, 849843]"
1687,"[874972, 971807, 866211, 1058404, 872137]"
1688,"[1029688, 1075368, 1103556, 1082185, 1029743]"
1689,"[874972, 1076056, 1082185, 1029743, 995242]"
1690,"[874972, 995785, 835004, 928049, 1082185]"
1692,"[1048507, 1126899, 863802, 1085604, 1038217]"
1693,"[874972, 1070820, 5572738, 1083043, 10455984]"
1694,"[874972, 1085604, 1013321, 947798, 852182]"
1695,"[874972, 953320, 1082185, 1029743, 995242]"
1696,"[874972, 822346, 888543, 1082185, 1029743]"
1697,"[874972, 847982, 1048483, 862010, 9836106]"
1698,"[874972, 972312, 827683, 1084331, 887003]"
1699,"[874972, 1101173, 910673, 986912, 1050851]"
1700,"[874972, 1033615, 1042942, 876932, 8019716]"
1701,"[874972, 1082185, 5569230, 995242, 1082185]"
1703,"[874972, 1015296, 1123792, 1057260, 1135868]"
1704,"[874972, 883370, 914190, 1082185, 1029743]"
1705,"[874972, 1108131, 947658, 924610, 1127758]"
1706,"[874972, 5590695, 1133018, 913210, 943233]"
1707,"[874972, 1100972, 5580793, 1085604, 13842214]"
1708,"[834826, 1079820, 951221, 1053690, 7409957]"
1709,"[874972, 862732, 1011300, 6513604, 1029743]"
1710,"[874972, 952317, 1006342, 1058997, 820301]"
1712,"[874972, 966005, 931136, 849843, 1009719]"
1713,"[874972, 1082185, 1029743, 995242, 1106523]"
1715,"[874972, 1082185, 1029743, 995242, 1106523]"
1716,"[874972, 5995215, 880895, 1069714, 870547]"
1717,"[874972, 995242, 870547, 899682, 1046689]"
1718,"[874972, 1019247, 913490, 838797, 1131321]"
1719,"[839419, 892573, 863885, 1085604, 885290]"
1720,"[874972, 8090532, 1076580, 944836, 1018588]"
1721,"[874972, 1082185, 1029743, 995242, 1106523]"
1722,"[874972, 922340, 911311, 1037332, 1058997]"
1723,"[874972, 832001, 880150, 922561, 1082185]"
1724,"[874972, 8090541, 976864, 995965, 12262992]"
1726,"[874972, 6533936, 1062128, 824005, 1051516]"
1728,"[874972, 891505, 1031864, 1082185, 1029743]"
1729,"[1054402, 972312, 1065380, 1082185, 962274]"
1730,"[874972, 1082185, 1029743, 995242, 1106523]"
1731,"[948650, 7409957, 1097239, 858999, 999639]"
1732,"[874972, 948254, 970030, 1053690, 960791]"
1733,"[874972, 5566472, 894439, 879755, 13842088]"
1734,"[874972, 879755, 1122568, 1082185, 1029743]"
1735,"[1022428, 1092588, 13416351, 1075368, 1061220]"
1737,"[874972, 871440, 1013641, 821344, 962568]"
1738,"[874972, 1085604, 1015296, 1042942, 965766]"
1739,"[874972, 992300, 962229, 1106523, 1053690]"
1740,"[874972, 862349, 860703, 1075368, 1029112]"
1742,"[874972, 993638, 9419525, 864335, 929018]"
1743,"[874972, 940947, 1107553, 856772, 964520]"
1745,"[874972, 9911484, 1089021, 1085333, 911622]"
1747,"[826666, 1099089, 825343, 1082185, 1029743]"
1748,"[874972, 978974, 1011832, 947798, 1028995]"
1749,"[12731436, 8090537, 906763, 1037332, 862349]"
1750,"[874972, 1041259, 909714, 945662, 6514160]"
1751,"[874972, 13190294, 984677, 1070820, 1053690]"
1752,"[874972, 5590695, 1054383, 1033615, 1108131]"
1753,"[874972, 941741, 1077373, 1082185, 1029743]"
1754,"[874972, 6034857, 970760, 856252, 1129610]"
1755,"[829291, 914318, 5569230, 9527323, 934948]"
1756,"[874972, 1065593, 952972, 1082185, 1029743]"
1758,"[874972, 1074333, 1135834, 1126899, 849843]"
1759,"[863447, 1047944, 1065122, 1049735, 1139782]"
1760,"[874972, 1070820, 906838, 1082185, 1029743]"
1761,"[1013928, 1028473, 1025611, 978077, 1133018]"
1762,"[5574377, 1070803, 858999, 962229, 1016800]"
1763,"[874972, 957736, 1037840, 1106523, 1025650]"
1764,"[1051323, 967476, 9881592, 1075368, 5565925]"
1765,"[829291, 944836, 1058997, 889649, 873627]"
1766,"[874972, 1112825, 1023958, 8090537, 922561]"
1767,"[839419, 7024830, 1094352, 831536, 1027068]"
1768,"[874972, 10457044, 891961, 1003616, 911812]"
1769,"[12731436, 889618, 856942, 1109778, 872137]"
1770,"[874972, 895540, 1028816, 989101, 960791]"
1773,"[874972, 1058404, 12946027, 5569471, 1056509]"
1774,"[823990, 1006483, 822407, 907647, 8090521]"
1775,"[5574377, 997988, 1000050, 1037332, 12524323]"
1776,"[874972, 6396581, 840386, 849843, 824005]"
1778,"[874972, 852856, 1082185, 1029743, 995242]"
1779,"[874972, 835864, 856166, 862349, 910439]"
1780,"[874972, 5568197, 1068292, 1033615, 1106523]"
1781,"[874972, 10344585, 1112766, 1028816, 901776]"
1783,"[874972, 8273833, 906838, 1058997, 888476]"
1784,"[948650, 934369, 12349795, 1126899, 1082185]"
1785,"[874972, 968932, 1051781, 901666, 1131321]"
1787,"[874972, 10457128, 1000908, 1119051, 995242]"
1788,"[874972, 1098844, 998556, 823775, 845715]"
1789,"[874972, 1133018, 1082185, 1029743, 995242]"
1790,"[874972, 885795, 5569327, 819978, 997309]"
1791,"[948670, 905072, 1009449, 1039156, 995242]"
1792,"[874972, 6534074, 1019078, 1075368, 890695]"
1793,"[974156, 907099, 1123792, 849843, 944139]"
1794,"[874972, 1029252, 820291, 10344585, 849843]"
1795,"[8090440, 954495, 8090550, 862349, 1125943]"
1796,"[849202, 8090509, 906262, 1025581, 952317]"
1797,"[874972, 971922, 856345, 1112825, 845715]"
1798,"[874972, 1070820, 1007269, 841309, 970605]"
1800,"[874972, 9859182, 908531, 1082185, 1082185]"
1801,"[874972, 859010, 1053754, 1085604, 1116635]"
1802,"[874972, 856772, 1003487, 885290, 7441210]"
1803,"[939860, 1003600, 1138292, 5585510, 1022254]"
1804,"[874972, 986912, 1017472, 937626, 913210]"
1805,"[874972, 1082185, 1029743, 995242, 1106523]"
1806,"[874972, 943088, 1126899, 839094, 990004]"
1807,"[854405, 1057260, 1115098, 1058997, 972665]"
1808,"[949023, 9416729, 863802, 9926758, 1098066]"
1809,"[874972, 6034857, 1002558, 1039156, 8090509]"
1810,"[874972, 5570408, 968057, 1098284, 9420312]"
1811,"[874972, 960942, 1082185, 1029743, 995242]"
1812,"[836445, 976864, 1062966, 1070015, 892573]"
1814,"[854405, 8090509, 912137, 865705, 824005]"
1815,"[829291, 1017363, 1046689, 895502, 904236]"
1816,"[1129049, 868548, 1051323, 1070820, 13842088]"
1817,"[874972, 868764, 5569327, 1116635, 999971]"
1818,"[874972, 1070820, 869622, 8019716, 1082185]"
1821,"[1075007, 1093603, 976864, 983584, 8090521]"
1822,"[1038663, 978077, 895166, 837107, 1128464]"
1823,"[848029, 868888, 998119, 1070820, 1083043]"
1824,"[12301839, 1129610, 1094371, 962229, 862010]"
1826,"[874972, 10204488, 7166861, 922907, 1033615]"
1829,"[874972, 919535, 1037863, 8090519, 978343]"
1831,"[825343, 12132648, 824005, 1058997, 8090532]"
1832,"[847573, 12731714, 840361, 1058997, 885290]"
1833,"[12262778, 6633224, 953677, 1083446, 1123434]"
1835,"[874972, 1120362, 827570, 839094, 1044259]"
1836,"[874972, 1011300, 965842, 1058997, 944137]"
1837,"[874972, 1016276, 1003649, 975633, 13842088]"
1838,"[874972, 8090536, 935993, 856772, 1056746]"
1839,"[874972, 953180, 1106523, 1025628, 1082185]"
1841,"[874972, 986912, 872137, 1037863, 1082185]"
1843,"[917384, 940947, 8090539, 1050851, 906838]"
1844,"[874972, 5570882, 854502, 1082185, 1029743]"
1845,"[874972, 983936, 855325, 1126899, 998119]"
1846,"[874972, 908531, 1082185, 1082185, 1029743]"
1847,"[874972, 8090537, 1065593, 862349, 929018]"
1848,"[874972, 5569471, 819840, 986912, 910473]"
1849,"[829291, 1030362, 900586, 6534077, 1046584]"
1850,"[956599, 819978, 855325, 862349, 1028816]"
1853,"[874972, 959179, 819765, 1029743, 981760]"
1854,"[874972, 1082172, 1068957, 1077975, 862822]"
1856,"[874972, 8090536, 858999, 1107289, 1106523]"
1857,"[874972, 893501, 925258, 1082185, 1029743]"
1858,"[874972, 8069350, 829323, 1058997, 1062002]"
1861,"[863447, 1093603, 985119, 1108131, 870547]"
1862,"[874972, 847207, 1112766, 6553737, 995242]"
1864,"[874972, 9836106, 996028, 1028473, 965842]"
1865,"[874972, 907099, 990656, 862349, 1098435]"
1867,"[12810464, 844179, 12810393, 1082185, 1029743]"
1868,"[1000753, 856060, 978077, 1127758, 1106301]"
1869,"[839419, 856252, 1089025, 1058997, 7025114]"
1871,"[874972, 826144, 15831255, 1082185, 1082185]"
1872,"[874972, 1036501, 993466, 6533362, 1058997]"
1873,"[874972, 1011578, 10204487, 962229, 926905]"
1876,"[874972, 1085604, 995242, 980823, 15926844]"
1877,"[8090440, 960791, 1082185, 1029743, 995242]"
1879,"[874972, 1002850, 1085778, 1077975, 1070803]"
1880,"[899019, 985119, 1089766, 989157, 910673]"
1881,"[874972, 861419, 1040693, 852360, 849843]"
1882,"[874972, 962229, 860975, 5569230, 1029743]"
1883,"[874972, 1138189, 1070716, 8090521, 953180]"
1884,"[1075007, 1082185, 1029743, 995242, 1106523]"
1885,"[874972, 1082185, 1029743, 995242, 1106523]"
1886,"[874972, 1041259, 883404, 1082185, 1029743]"
1887,"[874972, 878996, 904422, 866211, 1082185]"
1889,"[874972, 944836, 878637, 865456, 826249]"
1890,"[874972, 885406, 833025, 1058997, 1119051]"
1891,"[874972, 1066289, 1082185, 1029743, 995242]"
1892,"[874972, 856252, 1059902, 1033615, 1021116]"
1895,"[1008032, 819765, 976864, 1133018, 949965]"
1896,"[825343, 1126895, 1040935, 12263788, 819978]"
1898,"[874972, 6633224, 1104414, 1057260, 970119]"
1899,"[948650, 1095374, 1122358, 985893, 882288]"
1900,"[874972, 865026, 993466, 1037332, 898847]"
1901,"[14106445, 907128, 921836, 985119, 819927]"
1903,"[874972, 1031831, 1101567, 917033, 5569327]"
1904,"[874972, 998556, 1082185, 1029743, 995242]"
1906,"[972143, 12524323, 1034955, 1107553, 6464165]"
1907,"[12810391, 1037840, 8090509, 1057260, 975938]"
1909,"[874972, 6553737, 1082185, 1029743, 995242]"
1911,"[874972, 1029743, 1132968, 1115098, 819927]"
1912,"[938138, 1112560, 902094, 1082212, 5585510]"
1914,"[948670, 892573, 894439, 1082185, 1029743]"
1916,"[874972, 999581, 983936, 6979427, 940700]"
1917,"[874972, 8203451, 1056509, 12263788, 829722]"
1918,"[874972, 1058997, 1082185, 1029743, 995242]"
1919,"[904129, 860975, 871754, 1113588, 1065593]"
1920,"[874972, 998444, 990688, 862349, 895540]"
1922,"[874972, 1045586, 1008625, 862349, 849843]"
1923,"[874972, 1053690, 835595, 1119051, 880427]"
1924,"[874972, 9396705, 1019247, 965772, 983584]"
1925,"[874972, 1042942, 1082185, 1029743, 995242]"
1926,"[874972, 901062, 1065122, 6034857, 1037631]"
1927,"[871061, 1084597, 834833, 890695, 1134379]"
1928,"[874972, 986760, 862349, 1085604, 908531]"
1929,"[874972, 8090537, 1072523, 1101010, 1106523]"
1930,"[1051323, 971922, 1023196, 5569471, 9553382]"
1931,"[12262830, 12524323, 985119, 1096317, 1067749]"
1932,"[874972, 853172, 852856, 1082185, 1029743]"
1935,"[874972, 912704, 1126899, 999104, 986912]"
1936,"[874972, 940947, 1124971, 962229, 8090541]"
1937,"[874972, 1094924, 1117514, 962229, 862349]"
1939,"[847573, 932863, 5568729, 879755, 896085]"
1940,"[874972, 1123792, 824073, 1082185, 1026118]"
1941,"[874972, 910473, 8090509, 1133018, 5981267]"
1942,"[1021324, 910473, 6534074, 1110572, 1133018]"
1943,"[1075214, 1011300, 907128, 898601, 8090532]"
1944,"[14106445, 9677886, 883912, 1070820, 10344585]"
1945,"[874972, 1082185, 1029743, 995242, 1106523]"
1946,"[874972, 1029624, 929726, 10344585, 1082185]"
1947,"[874972, 880427, 9396705, 1126899, 1097635]"
1948,"[874972, 902167, 961554, 1119051, 1123792]"
1949,"[874972, 1043590, 1133018, 969866, 9527159]"
1950,"[874972, 1133018, 922907, 883404, 1044078]"
1951,"[874972, 1082185, 1029743, 995242, 1106523]"
1952,"[1000753, 1008814, 1127624, 999971, 1126895]"
1953,"[874972, 832678, 15926886, 1119051, 986912]"
1954,"[1129049, 1037840, 1112754, 1028816, 999971]"
1955,"[874972, 849843, 1117514, 873902, 1055504]"
1956,"[970866, 865528, 1023226, 834117, 854405]"
1957,"[874972, 908531, 998119, 9245108, 995242]"
1958,"[874972, 1082185, 1029743, 995242, 1106523]"
1959,"[874972, 1082185, 1029743, 995242, 1106523]"
1960,"[874972, 13842214, 1040371, 862349, 9835509]"
1961,"[874972, 1049735, 909714, 1037840, 849843]"
1962,"[874972, 13008334, 1046584, 1076580, 833724]"
1963,"[1025611, 959985, 957190, 862349, 5569471]"
1964,"[874972, 1012913, 999965, 984715, 1002771]"
1965,"[874972, 1053690, 9859182, 9884484, 1003188]"
1966,"[956599, 1128647, 1039287, 878442, 1109014]"
1967,"[12731436, 959409, 898847, 959985, 1070272]"
1968,"[874972, 7410215, 926065, 989157, 995242]"
1969,"[874972, 8090536, 908531, 858999, 844165]"
1970,"[874972, 1053690, 1082185, 1029743, 995242]"
1971,"[874972, 9859052, 945805, 1034955, 916381]"
1975,"[5574377, 1026209, 13416351, 1092588, 1110244]"
1976,"[874972, 1013999, 982790, 1019637, 1110572]"
1978,"[1000753, 879506, 867469, 970792, 981086]"
1979,"[874972, 1082185, 1082185, 1029743, 995242]"
1981,"[874972, 1133018, 1131550, 1037332, 921836]"
1982,"[874972, 1082185, 1029743, 995242, 1106523]"
1983,"[874972, 862010, 869622, 5569230, 1038462]"
1985,"[874972, 992300, 12949855, 1132231, 871440]"
